"Date Made Public","Company","City","State","Type of breach","Type of organization","Total Records","Description of incident","Information Source","Source URL","Year of Breach","Latitude","Longitude"
"July 19, 2017","Hathaway-Sycamores Child and Family Services","Pasadena","California","HACK","BSO","0","""What happened? We have recently received reports from several employees who have discovered fraudulent tax filings have been made in their names. We are investigating those reports and we have contacted our cyber security advisers and insurers. So far, we have not discovered a compromise of our computer systems or networks. What information was involved? The fact that several employees have reported tax fraud indicates that the information contained on IRS W-2 Forms, which includes names, addresses, Social Security Numbers, and wage information, may be involved.""","California Attorney General","https://oag.ca.gov/ecrime/databreach/reports/sb24-100424","2017","34.142037","-118.151694"
"July 20, 2017","J. Palmer & Company","Visalia","California","HACK","BSF","0","""What happened?We discovered a cyberattack on our system on June 6th, 2017. Our forensic team was hired right away to conduct an investigation. This led us to believe cybercriminals attacked the remote-access system, used by our outside IT personnel, to    access our tax filing software around that time. This allowed the cybercriminals to access our system and files, including the use of what appears to be one staff’s credentials.  We then discovered that the cybercriminals used the information they obtained to attempt to file fictitious Federal tax returns to fraudulently receive refunds. Fortunately, we were able to inform and work with the Internal Revenue Service. Currently, only Federal tax returns were filed. Unfortunately, as we discussed, such fictitious tax returns were filed for you. What information was involved?We are notifying you of this incident because your personal identifying information was accessed or obtained by these cybercriminals. Given the nature of our relationship, this information may have included E-file authorization forms, copies of your tax returns, brokerage statements and real estate settlement statements. Documents could include your: full name, telephone number(s), address, Social Security Number, all employment W-2 information if applicable, 1099 information if applicable (which may include account number if provided), direct deposit bank account information (including account number and routing number if provided), email addresses (if provided to us), and supporting records.""","California Attorney General","https://oag.ca.gov/ecrime/databreach/reports/sb24-100465","2017","36.296691","-119.289810"
"July 21, 2017","Value Eyecare Network, Inc (39dollarglasses.com)","White Plains","New York","HACK","BSO","0","""We represent Value Eyecare Network, Inc. d/b/a 39dollarglasses.com (“39DollarGlasses”), located in Hauppauge, New York, with respect to a potential data security incident described in more detail below.  39DollarGlasses takes the security and privacy of the information in its control very seriously, and has taken steps to prevent a similar incident from occurring in the future.   1. Nature of security incident.   On June 8, 2017, 39DollarGlasses learned that an unknown individual may have captured customer payment card information used to make purchases at its online store.  39DollarGlasses immediately took action and commenced an investigation to determine what information may have been accessed.  39DollarGlasses determined that the unknown individual may have accessed some of its customer names, addresses, telephone numbers, and credit/debit card information.   2. Number of California residents affected.  Approximately fourteen thousand, six hundred and forty-seven (14,647) California residents may have been potentially affected by this incident.  Notification letters to these individuals were mailed on July 21, 2017, by first class mail.  A sample copy of the notification letter is included with this letter.""","California Attorney General","https://oag.ca.gov/ecrime/databreach/reports/sb24-100477","2017","41.010684","-73.726734"
"July 31, 2017","Wells Fargo","San Francisco","California","DISC","BSF","50,000","""When a lawyer for Gary Sinderbrand, a former Wells Fargo employee, subpoenaed the bank as part of a defamation lawsuit against a bank employee, he and Mr. Sinderbrand expected to receive a selection of emails and documents related to the case.But what landed in Mr. Sinderbrand’s hands on July 8 went far beyond what his lawyer had asked for: Wells Fargo had turned over — by accident, according to the bank’s lawyer — a vast trove of confidential information about tens of thousands of the bank’s wealthiest clients.The 1.4 gigabytes of files that Wells Fargo’s lawyer sent included copious spreadsheets with customers’ names and Social Security numbers, paired with financial details like the size of their investment portfolios and the fees the bank charged them. Most are customers of Wells Fargo Advisors, the arm of the bank that caters to high-net-worth investors.By Mr. Sinderbrand’s estimate, he has financial information for at least 50,000 individual customers. In all, Mr. Sinderbrand said, these clients have tens of billions of dollars invested through Wells Fargo, all laid out in vivid detail for him as part of the discovery process in his lawsuit.The files were handed over to Mr. Sinderbrand with no protective orders and no written confidentiality agreement in place between his lawyers and Wells Fargo’s. While the documents were not filed in court, it would be perfectly legal for Mr. Sinderbrand and his lawyer to release most of the material or include it in their legal filings, which would then become part of the public record.The documents were sent by Angela A. Turiano, a lawyer with Bressler, Amery & Ross, an outside law firm in Florham Park, N.J., hired by Wells Fargo, which is not a party to the suit. Mr. Sinderbrand and one of his lawyers, Aaron Zeisler, notified Ms. Turiano on Thursday morning about the sensitive documents now in their hands."" ","Media","https://www.nytimes.com/2017/07/21/business/dealbook/wells-fargo-confidential-data-release.html","2017","37.793377","-122.402620"
"July 28, 2017","Steel Technology LLC dba Hydro Flask","Bend","Oregon","HACK","BSO","0","""WHAT HAPPENEDOn or about May 2, 2017, Hydro Flask learned that the security of personal information Hydro Flask received about you during your visit to our e-commerce website (http://www.hydroflask.com/) may have been compromised.WHAT ARE WE DOING Upon becoming aware of the system disruption, Hydro Flask immediately took actions to secure its security systems by engaging recognized security consultants to investigate the nature of the disruption, conducting system scans, resetting access credentials, and building a new server. We have also secured the services of Kroll to provide you one year of identity monitoring at no cost to you. Your identity monitoring services include Credit Monitoring, Fraud Consultation, and Identity Theft Restoration.Visit my.idmonitoringservice.com to activate and take advantage of your identity monitoring services. You have until October 26, 2017 to activate your identity monitoring services. Membership Number: To receive credit services by mail instead of online, please call 1-855-366-0139. Additional information describing your services is included with this letter.WHAT INFORMATION WAS INVOLVED Although Hydro Flask is still investigating the scope of the disruption, Hydro Flask believes that an intruder may have had unauthorized access to customer order pages on our website that may have contained your name, billing and shipping address, email address, and credit card information.""","California Attorney General","https://oag.ca.gov/system/files/HydroFlask%20-%20Sample%20Customer%20Notice_0.pdf","2017","44.056021","-121.357710"
"July 27, 2017","Hamilton Zanze Real Estate Investments","San Francisco","California","PHYS","BSF","0","""What Happened?On June 29, 2017, an HZ employee became the victim of a crime when his locked vehicle, together with the car next to it, was broken into while parked in a Whole Foods parking garage.  The employee’s work bag, including an HZ password protected laptop, was stolen.  The smash and grab burglary was discovered within approximately fifteen minutes of its occurrence and the employee immediately reported the incident to the police and to HZ.  The employee’s network and all other IT credentials were immediately disabled, and the laptop was instructed to automatically wipe its contents upon connecting to the internet.We are notifying you of this incident because some of your client information is believed to have been on the password protected laptop.  It bears repeating that there is no evidence that any of the multi-layers of security on the laptop were penetrated, and that there is no evidence that any information has been accessed, viewed, or used inappropriately by an unauthorized person.What Information Was Involved?The information may have included your: full name, date of birth, telephone number(s), address, and/or Social Security number.  Each individual may have been impacted differently.""","California Attorney General","https://oag.ca.gov/system/files/HZ%20Notice_0.pdf","2017","37.800730","-122.456371"
"July 31, 2017","Anthem","Indianapolis","Indiana","INSD","BSF","18,500","""A data breach may have exposed personal health information of more than 18,000 Anthem Medicare enrollees, after one of the insurer's health care consulting firms discovered that one of its employees had been involved in identity theft.Anthem says it was contacted about the breach by the consulting firm LaunchPoint Ventures on June 14. LaunchPoint discovered two months earlier that one of its employees had been involved in involved in a case of identity theft, and further investigation discovered that the worker had ""emailed a file with information about Anthem companies' members to his personal email address,"" a year ago.In all, more than 18,500 Anthem Medicare members' Social Security and Medicare identification data may have been exposed. The health insurer reported the breach to the Department of Health and Human services on July 24, the same day LaunchPoint began notifying members, according to an Anthem spokeswoman.""Anthem post: https://www.anthem.com/blog/member-news/launchpoint-privacy-concern-impacts-medicare-members/","Media","https://www.cnbc.com/2017/07/31/new-anthem-data-breach-by-contractor-affects-more-than-18000-enrollees.html","2017","39.769063","-86.158684"
"July 27, 2017","Hilderbrand and Clark Certified Public Accountant","San Ramon","California","HACK","BSF","0","""What Happened?After experiencing unusual activity when filing two tax returns on extension, we immediately notified the IRS and had our local IT firm review our system.  Further, we hired a specialized forensic IT firm to investigate. On Monday, July 10, 2017, the specialized forensic IT firm determined that there was unauthorized access to our system from a foreign IP address on June 14, 2017. Unfortunately, the forensic IT firm cannot determine which files were accessed so we are notifying everyone whose information was accessible out of an abundance of caution.What Information Was Involved?If Hilderbrand & Clark prepared tax returns for you, the information may have included all information provided to the taxing authorities including your: full name, date of birth, telephone number(s), address, Social Security number, all employment (W-2) information, all 1099 information (including account number if provided to us), driver’s license information (if provided to us), and direct deposit bank account information (including account number and routing information if provided to us). If Hilderbrand & Clark did not prepare your tax return, you are receiving this letter because you are either a partner, employee, or beneficiary of a partnership, company, or trust we performed work for. The information may have included your: full name, address, Social Security number, and line item totals of income and expense you received from the partnership, company, or trust.""","California Attorney General","https://oag.ca.gov/system/files/Hilderbrand%20Notice_0.pdf","2017","37.775043","-121.971721"
"July 26, 2017","Virgin America","Burlingame","California","HACK","BSO","0","""What Happened?On March 13, 2017, during security monitoring activities, our data security team identified potential unauthorized access to certain Virgin America computer systems. We immediately took steps to respond to the incident, including initiating our incident response protocol and taking measures to mitigate the impact to affected individuals. We retained cybersecurity forensic experts to investigate the incident and reported the matter to law enforcement. Nevertheless, it appears that a third party may have accessed information about certain Virgin America employees and contractors without authorization.What Information Was InvolvedThe unauthorized third party gained access to your login information and password that you use to access Virgin America’s corporate network.""","California Attorney General","https://oag.ca.gov/system/files/Notification%20Letter%20-%20California_0.pdf","2017","37.588928","-122.339137"
"July 26, 2017","Avanti Markets Inc.","Tukwila","Washington","HACK","BSO","0","""What Happened?On July 4, 2017, we were alerted to an intrusion of sophisticated malware attack which affected kiosks at some Avanti Markets.  At this stage, we have determined the attack was not successful on all kiosks an many kiosks have not been adversely affected.What Information Was Involved?At this point, it appears the malware was designed to gather certain payment card information including the cardholder's first and last name, credit/debit card number and expiration date. Customers who used their Market Card to make payment may have had their names and email addresses compromised.  Many kiosks encrypt credit card information and payment card data on those kiosks would not be subject to this incident.""","California Attorney General","https://oag.ca.gov/system/files/Notice%20and%20FAQs_0.pdf","2017","47.479518","-122.283972"
"July 31, 2017","HBO","New York","New York","HACK","BSO","0","""In an email sent to employees on Monday and shared with CNN Tech, chairman and CEO Richard Plepler said a cyber intrusion resulted in ""some stolen proprietary information, including some of our programming."" ""Any intrusion of this nature is obviously disruptive, unsettling, and disturbing for all of us,"" Plepler said.It's unclear what information hackers stole and potentially leaked. According to Entertainment Weekly, which first reported the intrusion, hackers published one episode each of ""Ballers"" and ""Room 104,"" as well as the alleged script to next week's ""Game of Thrones.""","Media","http://money.cnn.com/2017/07/31/technology/business/hbo-hack-investigation-leak/index.html","2017","40.755057","-73.983687"
"July 20, 2017","Kevin J. Palmer and Company, An Accounting Corporation","Visalia","California","HACK","BSF","0","""What happened?We discovered a cyberattack on our system on June 6th, 2017. Our forensic team was hired right away to conduct an investigation. This led us to believe cybercriminals attacked the remote-access system, used by our outside IT personnel, to    access our tax filing software around that time. This allowed the cybercriminals to access our system and files, including the use of what appears to be one staff’s credentials.  We then discovered that the cybercriminals used the information they obtained to attempt to file fictitious Federal tax returns to fraudulently receive refunds. Fortunately, we were able to inform and work with the Internal Revenue Service. Currently, only Federal tax returns were filed. Unfortunately, as we discussed, such fictitious tax returns were filed for you. What information was involved?We are notifying you of this incident because your personal identifying information was accessed or obtained by these cybercriminals. Given the nature of our relationship, this information may have included E-file authorization forms, copies of your tax returns, brokerage statements and real estate settlement statements. Documents could include your: full name, telephone number(s), address, Social Security Number, all employment W-2 information if applicable, 1099 information if applicable (which may include account number if provided), direct deposit bank account information (including account number and routing number if provided), email addresses (if provided to us), and supporting records.""","California Attorney General","https://oag.ca.gov/system/files/California%20Notice%20Templates_1.pdf","2017","36.296691","-119.289810"
"July 6, 2017","Real Estate Business Services, Inc.","Los Angeles","California","HACK","BSO","0","""WHAT HAPPENED?We recently learned that malicious code(“malware”)uploaded by an unauthorized third party was present in payment processing software usedforstore.car.org. This malware may have copied and transmitted to an unknown third party personal information that briefly went through our servers during the store.car.org payment processing step of purchases of REBS (Real Estate Business Services) products and services between March 13, 2017 and May 15, 2017. The malware was removed from our systems, and we now use an entirely different payment system through PayPal.WHAT INFORMATION WAS INVOLVED?The data accessed included personal information entered in connection with a purchase of products from our online storefront. The data may have included the user’s name, address, credit card number, credit card expiration date and, in some instances, credit card verification code (CVC code).We do not request or use a user’s social security number or driver’s license number, and they are not stored or held on our systems in connection with payment transactions. Therefore, we believe that information was not among the data accessed.""","California Attorney General","https://oag.ca.gov/system/files/REBS%20Notice%20of%20Breach%207.3.17_0.pdf","2017","34.052234","-118.243685"
"July 6, 2017","Spark Pay","Melville","New York","HACK","BSO","0","""WHAT HAPPENED.  We discovered malicious code on [merchant website]. The code was designed to allow fraudsters to obtain customer payment information. We immediately began investigating the issue, analyzed [merchant website], removed the malicious code and performed security testing.   WHAT INFORMATION WAS INVOLVED.  Based on our investigation, we believe the fraudster may have accessed your name, address, phone number, email address, payment card number, expiration date, and CVV for any transactions you made on [merchant website] between [variable dates between April 10, 2017 and June 7, 2017].""   ","California Attorney General","https://oag.ca.gov/system/files/SPOS%20-%20Consumer_Letter_0.pdf","2017","40.784191","-73.415576"
"June 30, 2017","White Blossom Care Center","San Jose","California","INSD","MED","0","""What happened. On May 25, 2017, we received information that a former White Blossom employee may have improperly accessed resident data while employed at the facility. We immediately engaged an independent technical security expert to investigate this incident. We also contacted state and federal law enforcement and continue to work closely with them on their investigations. What information was involved. Based on the available information, we believe data relating to approximately 800 residents may have been inappropriately acquired. We do not know when this took place. We currently believe that a limited number of the inappropriately acquired files contained some combination of resident names with social security numbers, dates of birth, health insurance carrier and account numbers, and/or limited medical information, such as admission dates, diagnoses, medications, and/or procedures. Based on available information, we do not believe bank account numbers or any other financial information is impacted.""","California Attorney General","https://oag.ca.gov/system/files/S027_v05.pdf_Resident%20Notice%20FINAL_1.pdf","2017","37.338208","-121.886329"
"June 30, 2017","Meepos & Company CPA's","Marina Del Rey","California","HACK","BSF","0","""What Happened? On May 19, 2017, Meepos & Company (“Meepos”) received reports of issues with certain clients’ 2016 tax filings.  Meepos immediately launched an investigation and has been working diligently, with the assistance of third party forensic investigators, to determine what caused the issues and whether other clients may be affected.  Through the investigation, Meepos determined that an unauthorized actor or actors gained access to certain parts of Meepos’s network due to a misconfiguration of our two-factor password authentication and, as a result, may have had access to personal information for certain Meepos clients in our tax filing system, including documents that may be associated with our business client tax filings.  After discovering the unauthorized access, we immediately worked with our IT professionals to identify the access point, quarantined the affected system and completed enterprise wide password changes to better prevent further unauthorized access to our systems.  We also immediately contacted the IRS to alert them of the situation in order to stop the issuance of any fraudulent refunds.  The investigation has determined that the unauthorized actor(s) may have had access to Meepos’s system beginning on February 24, 2017, although the first known access to tax information and fraudulent filings did not occur until May 2017.What Information Was Involved? The information relating to you that was present on the affected systems would be located in documents attached to your business’ tax filings and may include the following categories of information: (1) name; (2) address; and (3) Social Security number or employer identification number.""","California Attorney General","https://oag.ca.gov/system/files/Meepos%20-%20notice%20only_0.pdf","2017","33.980289","-118.451745"
"July 28, 2017","Braun Dermatology & Skin Cancer Center","","District Of Columbia","DISC","MED","1,200","Location of breached information: Email
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2017","38.907192","-77.036871"
"July 21, 2017","The University of Vermont Medical Center","","Vermont","HACK","MED","2,300","Location of breached information: Email
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2017","44.558803","-72.577842"
"July 21, 2017","Performance Physical Therapy and Wellness","","Connecticut","HACK","MED","571","Location of breached information: Email
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2017","41.603221","-73.087749"
"July 21, 2017","Massachusetts Department of Public Health - Tewksbury Hospital","","Massachusetts","DISC","MED","1,176","Location of breached information: Electronic Medical Record
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2017","42.407211","-71.382437"
"July 19, 2017","SAGE DENTAL MANAGEMENT, LLC","","Florida","PHYS","MED","5,000","Location of breached information: Other
Business associate present: Yes
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2017","27.664827","-81.515754"
"July 15, 2017","Women's Health Care Group of PA, LLC","","Pennsylvania","HACK","MED","300,000","Location of breached information: Desktop Computer, Network Server
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2017","41.203322","-77.194525"
"July 14, 2017","Braun Internal Medicine, P.C.","","Georgia","DISC","MED","680","Location of breached information: Email
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2017","32.165622","-82.900075"
"July 13, 2017","Detroit Medical Center","","Michigan","PHYS","MED","1,529","Location of breached information: Desktop Computer, Paper/Films
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2017","44.314844","-85.602364"
"July 13, 2017","Professional Counseling & Medical Associates","","Tennessee","HACK","MED","2,500","Location of breached information: Electronic Medical Record
Business associate present: Yes
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2017","35.517491","-86.580447"
"July 11, 2017","LC&Z General and Cosmetic Dentistry","","Florida","DISC","MED","4,391","Location of breached information: Email
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2017","40.760537","-73.978890"
"July 10, 2017","White Coats Wellness","","Florida","HACK","MED","10,000","Location of breached information: Email
Business associate present: Yes
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2017","27.664827","-81.515754"
"July 10, 2017","Andrea Yaley, DDS","","California","HACK","MED","1,200","Location of breached information: Desktop Computer, Electronic Medical Record, Email, Network Server
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2017","36.778261","-119.417932"
"July 7, 2017","University of Mississippi Medical Center","","Mississippi","HACK","MED","7,492","Location of breached information: Electronic Medical Record, Network Server
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2017","32.354668","-89.398528"
"July 7, 2017","Unconditional Love, Incorporated","","Florida","DISC","MED","643","Location of breached information: Paper/Films
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2017","27.664827","-81.515754"
"July 7, 2017","Peachtree Neurological Clinic, P.C.","","Georgia","HACK","MED","176,295","Location of breached information: Network Server
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2017","32.165622","-82.900075"
"July 6, 2017","University of California Davis Health","","California","HACK","MED","14,900","Location of breached information: Email
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2017","36.778261","-119.417932"
"July 5, 2017","Walnut Place","","Texas","HACK","MED","5,000","Location of breached information: Network Server
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2017","31.968599","-99.901813"
"July 5, 2017","The Dermatology Center of Raleigh PA","","North Carolina","DISC","MED","3,000","Location of breached information: Email
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2017","35.759573","-79.019300"
"July 3, 2017","Kennebunk Center for Dentistry ","","Maine","DISC","MED","1,900","Location of breached information: Electronic Medical Record, Paper/Films
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2017","45.253783","-69.445469"
"June 30, 2017","White Blossom Care Center","","California","DISC","MED","800","Location of breached information: Other
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2017","36.778261","-119.417932"
"June 29, 2017","Paul C. Gering, Jr., M.D.","","Oregon","PHYS","MED","2,000","Location of breached information: Desktop Computer
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2017","43.804133","-120.554201"
"August 2, 2017","Shelby County Tennessee","Shelby County","Tennessee","DISC","GOV","650,000","""A polling machine sold on eBay and purchased for use at the DEF CON hacker conference in Las Vegas has been found to contain the personal information of over 650,000 voters.Organizers purchased what they believed to be a decommissioned machine, an ExpressPoll-5000, for use at the DEF CON Voting Village, where hackers tested the security of voting machines (with frightening results). Rather than a blank machine, with all sensitive information wiped from its memory, hackers discovered the personal data of hundreds of thousands of voters from Shelby County in Tennessee.According to Gizmodo, whose reporter views some of the records, the information included name, address, birth date as well as political party and method of voting - in absentee or after providing identification.""","Media","https://www.dailydot.com/layer8/hackers-650000-voter-records-voting-machine-ebay/","2017","35.126855","-89.925323"
"August 5, 2017","Parkbytext","","Dublin","HACK","BSO","0","""Motorists who use the parkbytext service have been told of a potential breach to customer data by ""malicious software"" during a service outage.The mobile parking operator said it does not believe that any customer data was compromised but ""we cannot say this with 100% certainty at this stage"", until further investigation is completed.The company said credit and debit card information along with customer passwords are encrypted and have not been compromised.However, the customer data that may have been compromised includes phone numbers, email addresses, home addresses and vehicle registrations.""","Media","https://www.rte.ie/news/ireland/2017/0805/895442-parkbytext-breach/","2017","53.349805","-6.260310"
"August 4, 2017","Bloomberg","New York","New York","DISC","BSF","325,000","""Nearly one thousand Bloomberg terminal users participating in an anonymous chat room had their identities unmasked this week when a London investment company sent out a list of the participants — including names and employers — to people in the chat room, The Post has learned.The data breach, one of the largest ever for former Mayor Mike Bloomberg’s financial information company, led moderators to shut down the metal and mining chat, as well as two others — one that focused on macroeconomic data and another on energy, according to participants.But the effect of the ""unmasking,"" as users have come to call it, is likely to be even greater than that as news of the breach is rippling throughout the company's 325,000 subscribers.But the effect of the “unmasking,” as users have come to call it, is likely to be even greater than that as news of the breach is rippling throughout the company’s 325,000 subscribers.""","Media","http://nypost.com/2017/08/04/data-breach-unmasks-bloomberg-terminal-chat-room-users/","2017","40.712784","-74.005941"
"August 4, 2017","Linn County Auditor","Cedar Rapids","Iowa","DISC","GOV","0","""Linn County Auditor Joel Miller tells CBS2/FOX28 that a clerical error exposed sensitive voter data. It happened while a worker was fulfilling a legal request for voter data. The sent information accidentally included the last four digits of hundreds of thousands of Social Security numbers. Miller says the confidential data went out to four email addresses. The Auditor's office was able to contact three of the emails and ensure the data was safely deleted. But the other is no responding and his office is not sure whether the email is still active or not. Right now they are working with the email provider to try and ensure the information was not taken by someone for sinister reasons.""","Media","http://cbs2iowa.com/news/local/breaking-linn-county-auditor-reports-accidental-data-breach","2017","41.977880","-91.665623"
"August 5, 2017","UCLA","Los Angeles","California","HACK","EDU","30,000","""More than 30,000 current and former UCLA students are being warned Saturday about a potential security breach.The university said someone hacked into a server containing some students' personal data.Officials don't believe the hacker obtained any sensitive information, though UCLA is offering one year of free identity-protection services to anyone affected.""","Media","http://abc7.com/technology/30k-ucla-students-warned-about-potential-security-breach/2279390/","2017","34.052234","-118.243685"
"August 14, 2017","Performant Financial Corporation","Cincinnati","Ohio","HACK","BSF","0","""What Happened?By letter dated April 7, 2017, C&T informed Performant that after noticing unusual activity on its network, C&T had hired a specialist forensic information technology firm to investigate. As a result of that investigation it was determined that an unauthorized individual had accessed a C&T network drive between January 27, 2017, and February 2, 2017. C&T, however, could not determine whether any specific files were accessed.  The network drive, unfortunately, contained the Company’s 401K audit files for certain years.Upon receiving C&T’s notification of a potential data breach, Performant undertook its own investigation to determine what specific information may have been compromised.  Performant attempted multiple times to obtain specific answers and definitive records from C&T to accurately determine whose information may have been compromised. Performant also attempted to gain details regarding C&Ts incident notification procedure, including information about C&T’s notification to employees of its client’s employees, such as Performant’s employees participating in the Company’s 401K plan.  On June 27, 2017, C&T, for the first time, provided Performant with access to the Company’s specific files stored on the C&T network drive that was compromised.  After receiving the files, Performant engaged in a detailed review to determine what, if any, personal information of its current or former employees was potentially compromised. The review revealed that your information may have been compromised by the incident at C&T.   What Information Was Involved? Although C&T cannot determine whether or not Performant’s files were accessed by the unauthorized individual, the security incident may have involved your first name, last name, date of birth, and Social Security number, as a result of your participation in the Company’s 401K plan in the years of 2010, 2011, and/or 2015.   Please note that the data files related to this incident did not include other information about the 401K plan or information about your personal 401K, such as account access information or account balances.""  ","California Attorney General","https://oag.ca.gov/ecrime/databreach/reports/sb24-101052","2017","39.103118","-84.512020"
"June 29, 2017","Paul Stuart","New York","New York","HACK","BSO","0","""What happened and what information was involved:  On May 15, 2017, we learned that an unknown individual may have accessed your credit or debit card information used to make purchases at our online store.  We immediately took action to secure our system and commenced an investigation to determine what information may have been accessed.  We determined that the unknown individual may have accessed customer payment card information, including name, address, telephone number, and credit/debit card information.  What we are doing and what can you do:  We recommend that you check your current and past credit or debit card statements for unusual or suspicious activity, and if any is found, report it to your bank or credit card company.  Additional tips for protecting your information can be found on the reverse side of this letter."" ","California Attorney General","https://oag.ca.gov/system/files/Paul%20Stuart%20notice%20only_0.pdf","2017","40.754866","-73.978754"
"June 22, 2017","Caliber Home Loans","Oklahoma City","Oklahoma","HACK","BSF","0","""What HappenedBased upon an extensive investigation conducted by a leading forensic firm, it appears that beginning on approximately January 18, 2017, unauthorized individuals gained the ability to access a limited number of electronically-stored loan files, and may have had access to other documents containing personally-identifying information.  In addition, the unauthorized individuals may have had access to sufficient information in order to gain access to certain customers' online Caliber accounts, if the customer had not previously set up such an account.What Information Was Involved?The files and documents that were subject to unauthorized access may have contained certain customers' sensitive or identifying information, such as social security number, driver's license number, military or other government ID number, or date of birth, financial account names, numbers, and statements digital signatures, and/or information that an individual may be able to use to access a customer's online Caliber account or data storage sites containing borrower submissions.  A limited number of customers' files may also have contained information related to health insurance, including member ID numbers.""","California Attorney General","https://oag.ca.gov/ecrime/databreach/reports/sb24-99077","2017","35.467560","-97.516428"
"August 17, 2017","South Washington County School District","Cottage Grove","Minnesota","DISC","EDU","9,600","""Personal information about thousands of students and their families was sent out in a mass back-to-school officials are calling ""an inadvertent employee error""In a statement issued Thursday, the district said the e-mails sent Wednesday by its transportation department were intended to provided bus information for the coming school year.  But also included was a document that revealed students' names, grades, student identification numbers, e-mail and mailing addresses, phone numbers, bus routes, pickup and drop-off times and locations, and schools of attendance."" ","Media","http://www.sowashco.org/","2017","44.829798","-92.956356"
"August 16, 2017","Mercy Family Medicine","","Colorado","PHYS","MED","2,069","Location of breached information: Other Portable Electronic Device
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2017","39.550051","-105.782067"
"August 10, 2017","Pacific Alliance Medical Center","","California","HACK","MED","266,123","Location of breached information: Network Server
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2017","36.778261","-119.417932"
"August 10, 2017","MDeverywhere, Inc.","","Texas","DISC","MED","1,396","Location of breached information: Other
Business associate present: Yes
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2017","31.968599","-99.901813"
"August 5, 2017","Surgical Dermatology Group","","Alabama","HACK","MED","14,000","Location of breached information: Network Server
Business associate present: Yes
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2017","32.318231","-86.902298"
"August 3, 2017","City of Hope","","California","HACK","MED","3,400","Location of breached information: Email
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2017","36.778261","-119.417932"
"July 31, 2017","Northwest Rheumatology","","Arizona","HACK","MED","7,468","Location of breached information: Network Server
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2017","34.048928","-111.093731"
"August 16, 2017","Native Canada Footwear","","British Columbia","HACK","BSO","0","""What Happened?Native Shoes became aware of a potential vulnerability in the security of our website in late June 2017 immediately launched an investigation.  That investigation has confirmed that malware may have infected the Native Shoes website as early as April 2015.  As a result, we are informing you that it is possible that your payment information was compromised if you bought shoes from nativeshoes.com using Visa or MasterCard between April 28, 2015, and June 23, 2017.  If that payment information was indeed stolen, your information may be affected.What Information Was Involved?Based on the facts known to the company at this time, the personal information at-issue may have included:Credit or debit card information used to buy from nativeshoes.comYour name, address, email address, and telephone number. ""","California Attorney General","https://oag.ca.gov/ecrime/databreach/reports/sb24-101141","2017","56.130366","-106.346771"
